,BidPrice-Stock,BidVolume-Stock,AskPrice-Stock,AskVolume-Stock,TimeToExpiry,BidPrice-P60,BidVolume-P60,AskPrice-P60,AskVolume-P60,BidPrice-P70,BidVolume-P70,AskPrice-P70,AskVolume-P70,BidPrice-P80,BidVolume-P80,AskPrice-P80,AskVolume-P80,BidPrice-C60,BidVolume-C60,AskPrice-C60,AskVolume-C60,BidPrice-C70,BidVolume-C70,AskPrice-C70,AskVolume-C70,BidPrice-C80,BidVolume-C80,AskPrice-C80,AskVolume-C80
12/02/2018 18:00,77.4,124,77.6,127,0.794511035,0.38,20,0.41,18,2.3,23,2.37,22,6.8,22,6.89,23,17.93,18,18.02,17,9.89,30,9.99,25,4.41,19,4.5,26
12/02/2018 18:05,77.4,109,77.6,126,0.794501522,0.38,21,0.42,20,2.29,22,2.37,21,6.84,23,6.93,26,17.9,17,17.98,17,9.9,28,10,27,4.42,19,4.51,24
12/02/2018 18:10,77.3,105,77.5,128,0.794492009,0.39,24,0.42,24,2.29,21,2.38,20,6.92,23,7,29,17.82,16,17.91,17,9.83,26,9.94,24,4.35,17,4.45,24
12/02/2018 18:15,77.35,103,77.6,126,0.794482496,0.38,22,0.41,25,2.3,21,2.38,20,6.82,23,6.9,26,17.84,16,17.93,16,9.79,26,9.9,22,4.35,18,4.44,23
12/02/2018 18:20,77.3,106,77.5,130,0.794472983,0.39,23,0.42,25,2.3,22,2.37,20,6.9,24,6.99,23,17.81,17,17.89,15,9.72,23,9.83,19,4.3,18,4.38,21
12/02/2018 18:25,77.25,102,77.5,131,0.79446347,0.4,22,0.43,23,2.29,20,2.37,20,6.97,24,7.06,26,17.8,15,17.88,14,9.71,21,9.82,17,4.28,19,4.37,20
12/02/2018 18:30,77.25,103,77.5,122,0.794453957,0.4,23,0.43,21,2.3,19,2.38,20,6.92,25,7.01,29,17.84,16,17.93,15,9.72,19,9.83,17,4.25,20,4.34,18
12/02/2018 18:35,77.25,123,77.5,120,0.794444444,0.39,23,0.42,22,2.25,19,2.34,20,6.93,24,7.02,25,17.84,16,17.92,16,9.73,19,9.83,16,4.27,21,4.35,17
12/02/2018 18:40,77.25,134,77.5,124,0.794434932,0.4,21,0.43,20,2.24,19,2.32,19,6.9,25,7,25,17.84,17,17.93,14,9.71,20,9.81,18,4.24,19,4.33,16
12/02/2018 18:45,77.3,111,77.55,106,0.794425419,0.4,21,0.43,19,2.29,18,2.37,20,6.93,23,7.02,26,17.85,18,17.93,14,9.72,19,9.82,18,4.32,20,4.4,17
12/02/2018 18:50,77.25,118,77.55,101,0.794415906,0.4,25,0.43,18,2.33,19,2.41,19,6.96,24,7.05,24,17.81,16,17.9,15,9.66,18,9.76,19,4.31,19,4.4,17
12/02/2018 18:55,77.3,138,77.55,99,0.794406393,0.4,21,0.43,17,2.32,21,2.4,20,6.97,23,7.05,24,17.86,14,17.94,17,9.69,16,9.79,19,4.29,17,4.38,18
12/02/2018 19:00,77.4,149,77.6,102,0.79439688,0.4,22,0.43,20,2.28,20,2.35,19,6.89,22,6.99,25,17.9,14,17.98,17,9.72,17,9.82,18,4.3,17,4.39,15
12/02/2018 19:05,77.35,144,77.6,103,0.794387367,0.41,21,0.44,18,2.28,21,2.36,19,6.96,21,7.06,24,17.83,13,17.91,16,9.69,17,9.79,17,4.34,18,4.43,15
12/02/2018 19:10,77.35,151,77.55,101,0.794377854,0.41,22,0.44,17,2.31,19,2.38,17,6.97,21,7.07,21,17.75,14,17.85,18,9.63,17,9.73,17,4.32,17,4.42,17
12/02/2018 19:15,77.35,162,77.6,118,0.794368341,0.41,20,0.44,20,2.27,19,2.35,17,6.92,24,7.02,23,17.79,13,17.88,17,9.67,14,9.77,17,4.31,20,4.4,20
12/02/2018 19:20,77.4,177,77.6,123,0.794358828,0.39,23,0.43,21,2.32,18,2.4,17,6.88,20,6.98,20,17.82,15,17.91,17,9.65,15,9.76,19,4.31,20,4.4,21
12/02/2018 19:25,77.3,165,77.55,119,0.794349315,0.39,21,0.43,22,2.34,19,2.42,19,6.87,21,6.97,21,17.81,17,17.9,16,9.65,17,9.75,18,4.34,18,4.44,22
12/02/2018 19:30,77.25,178,77.5,125,0.794339802,0.39,21,0.43,21,2.37,20,2.45,18,6.87,20,6.97,19,17.77,18,17.86,18,9.62,15,9.72,17,4.33,19,4.43,22
12/02/2018 19:35,77.3,164,77.55,127,0.794330289,0.4,22,0.44,22,2.35,18,2.43,17,6.82,18,6.91,18,17.81,17,17.89,17,9.64,17,9.73,17,4.29,20,4.39,21
12/02/2018 19:40,77.25,150,77.5,118,0.794320776,0.38,19,0.41,24,2.36,20,2.44,17,6.83,17,6.92,17,17.78,17,17.86,18,9.57,17,9.67,18,4.32,23,4.42,26
12/02/2018 19:45,77.1,138,77.35,100,0.794311263,0.38,21,0.41,23,2.38,20,2.45,16,6.91,17,6.99,16,17.66,19,17.74,17,9.51,16,9.61,17,4.27,25,4.36,26
12/02/2018 19:50,77.1,123,77.3,109,0.79430175,0.4,21,0.44,22,2.36,19,2.44,19,6.93,17,7.02,13,17.62,17,17.71,17,9.49,17,9.59,17,4.25,31,4.35,22
12/02/2018 19:55,77.05,112,77.3,106,0.794292237,0.42,24,0.45,23,2.38,17,2.46,19,6.98,15,7.07,14,17.6,16,17.69,18,9.46,15,9.56,19,4.21,26,4.32,23
12/02/2018 20:00,77.05,102,77.25,101,0.794282725,0.43,25,0.47,25,2.36,21,2.44,21,6.94,16,7.04,13,17.55,17,17.64,18,9.42,17,9.53,18,4.2,25,4.3,21
12/02/2018 20:05,77.15,112,77.4,109,0.794273212,0.42,25,0.45,28,2.31,21,2.39,20,6.97,16,7.06,13,17.66,19,17.75,17,9.57,19,9.67,18,4.22,26,4.32,21
12/02/2018 20:10,77.15,119,77.4,103,0.794263699,0.41,24,0.44,28,2.31,24,2.39,22,7.01,16,7.1,16,17.63,20,17.72,18,9.57,19,9.67,17,4.23,24,4.32,22
12/02/2018 20:15,77.1,106,77.35,90,0.794254186,0.4,22,0.43,28,2.28,23,2.36,19,7.03,17,7.12,17,17.63,18,17.72,18,9.6,18,9.71,15,4.23,21,4.33,22
12/02/2018 20:20,77.1,118,77.35,104,0.794244673,0.4,22,0.43,29,2.31,26,2.4,17,7.05,18,7.15,17,17.62,19,17.72,17,9.59,19,9.7,16,4.21,21,4.31,23
12/02/2018 20:25,77.15,118,77.4,99,0.79423516,0.4,22,0.43,28,2.34,25,2.42,16,7.04,22,7.14,17,17.71,20,17.81,20,9.69,20,9.8,17,4.24,20,4.34,22
12/02/2018 20:30,77.1,112,77.35,96,0.794225647,0.41,23,0.44,27,2.31,24,2.39,19,7.03,21,7.13,16,17.65,21,17.74,19,9.6,20,9.7,17,4.27,19,4.37,23
12/02/2018 20:35,77.05,103,77.3,92,0.794216134,0.44,24,0.48,25,2.36,23,2.44,17,7.06,19,7.16,16,17.56,22,17.66,16,9.52,20,9.64,16,4.28,19,4.38,21
12/02/2018 20:40,77.05,88,77.3,88,0.794206621,0.42,22,0.45,24,2.44,20,2.52,16,7.08,23,7.19,17,17.51,20,17.62,15,9.48,18,9.59,18,4.27,19,4.37,19
12/02/2018 20:45,77,95,77.25,83,0.794197108,0.42,24,0.45,23,2.44,17,2.51,16,7.08,21,7.19,18,17.49,20,17.59,15,9.48,16,9.59,18,4.23,21,4.33,17
12/02/2018 20:50,77.05,97,77.3,91,0.794187595,0.41,21,0.44,25,2.37,17,2.45,16,7.1,21,7.21,17,17.54,21,17.64,15,9.53,16,9.64,17,4.24,24,4.34,18
12/02/2018 20:55,77,93,77.3,95,0.794178082,0.41,21,0.44,24,2.34,19,2.41,17,7.06,19,7.16,19,17.53,19,17.62,16,9.62,17,9.72,19,4.25,24,4.35,18
12/02/2018 21:00,77.15,95,77.45,105,0.794168569,0.39,21,0.42,25,2.31,17,2.39,18,6.98,18,7.08,20,17.68,20,17.77,17,9.73,17,9.83,19,4.33,22,4.42,17
12/02/2018 21:05,77.1,92,77.35,112,0.794159056,0.39,20,0.43,24,2.32,18,2.38,18,6.99,17,7.09,19,17.61,21,17.7,19,9.65,17,9.76,18,4.22,23,4.32,18
12/02/2018 21:10,77.05,96,77.35,105,0.794149543,0.39,21,0.42,24,2.34,16,2.41,17,7.05,18,7.15,17,17.53,20,17.62,18,9.58,16,9.69,20,4.2,25,4.3,19
12/02/2018 21:15,77,89,77.3,107,0.79414003,0.41,21,0.44,22,2.35,17,2.42,19,7.11,18,7.21,19,17.47,21,17.57,21,9.56,15,9.67,19,4.15,25,4.26,20
12/02/2018 21:20,77.1,85,77.35,103,0.794130518,0.39,24,0.42,24,2.34,16,2.42,19,7.08,17,7.19,21,17.51,23,17.62,21,9.58,16,9.7,21,4.14,22,4.25,19
12/02/2018 21:25,77.1,85,77.35,97,0.794121005,0.39,25,0.42,20,2.36,15,2.43,18,7.09,17,7.19,21,17.52,22,17.63,21,9.56,17,9.69,21,4.15,22,4.27,20
12/02/2018 21:30,77,93,77.3,100,0.794111492,0.4,26,0.43,20,2.33,15,2.41,21,7.09,16,7.2,20,17.47,23,17.58,21,9.52,18,9.65,22,4.15,20,4.27,21
12/02/2018 21:35,77.05,105,77.35,101,0.794101979,0.4,29,0.43,24,2.33,16,2.4,19,7.03,19,7.14,17,17.53,20,17.65,22,9.57,20,9.7,20,4.19,21,4.31,18
12/02/2018 21:40,77.05,103,77.35,103,0.794092466,0.4,28,0.43,24,2.35,18,2.42,19,7,21,7.1,20,17.5,20,17.61,23,9.61,21,9.73,22,4.24,22,4.35,18
12/02/2018 21:45,77.1,90,77.35,107,0.794082953,0.4,29,0.44,23,2.37,16,2.44,19,7.03,23,7.13,20,17.54,19,17.64,25,9.61,22,9.72,25,4.21,22,4.32,18
12/02/2018 21:50,77.05,98,77.3,115,0.79407344,0.41,34,0.44,22,2.36,17,2.43,18,7.06,26,7.17,21,17.51,19,17.61,28,9.58,20,9.7,24,4.17,21,4.28,19
12/02/2018 21:55,77.15,106,77.4,113,0.794063927,0.41,30,0.44,22,2.36,18,2.43,18,7.07,23,7.17,19,17.56,20,17.66,26,9.6,19,9.72,25,4.24,20,4.34,18
12/02/2018 22:00,77,112,77.25,127,0.794054414,0.41,31,0.44,23,2.34,16,2.42,19,7.16,23,7.26,21,17.45,20,17.56,25,9.47,21,9.59,27,4.2,18,4.31,19
12/02/2018 22:05,77.05,118,77.25,133,0.794044901,0.4,27,0.43,24,2.35,16,2.42,19,7.1,22,7.2,20,17.51,22,17.6,26,9.52,21,9.62,24,4.19,18,4.29,18
12/02/2018 22:10,76.95,114,77.15,136,0.794035388,0.43,25,0.46,24,2.29,17,2.35,20,7.12,22,7.22,21,17.51,22,17.62,26,9.52,21,9.63,20,4.23,20,4.34,18
12/02/2018 22:15,77.1,115,77.3,128,0.794025875,0.42,22,0.45,23,2.28,19,2.35,21,7.04,19,7.14,22,17.6,25,17.7,23,9.52,24,9.63,20,4.28,18,4.38,20
12/02/2018 22:20,77.15,122,77.4,137,0.794016362,0.41,29,0.44,30,2.28,22,2.35,21,7.06,18,7.16,21,17.65,24,17.76,24,9.59,25,9.7,22,4.32,17,4.42,19
12/02/2018 22:25,77.25,130,77.5,126,0.794006849,0.42,29,0.44,26,2.29,23,2.36,23,7.07,19,7.17,25,17.65,25,17.76,24,9.62,22,9.73,21,4.29,17,4.39,20
12/02/2018 22:30,77.2,128,77.45,125,0.793997336,0.42,30,0.45,29,2.35,22,2.43,21,7.12,20,7.21,26,17.57,24,17.67,22,9.53,21,9.64,22,4.25,15,4.34,19
12/02/2018 22:35,77.2,116,77.45,119,0.793987823,0.41,29,0.43,26,2.36,25,2.43,20,6.99,24,7.09,28,17.61,21,17.71,21,9.53,18,9.64,20,4.3,17,4.4,20
12/02/2018 22:40,77.2,120,77.4,114,0.793978311,0.43,26,0.45,23,2.32,28,2.39,21,6.96,29,7.06,29,17.61,24,17.71,22,9.6,17,9.7,20,4.28,18,4.37,19
12/02/2018 22:45,77.2,119,77.45,117,0.793968798,0.42,24,0.45,25,2.33,30,2.41,26,6.94,32,7.03,30,17.68,26,17.77,24,9.67,19,9.77,20,4.34,18,4.43,18
12/02/2018 22:50,77.2,116,77.45,114,0.793959285,0.41,22,0.43,26,2.32,36,2.4,26,6.97,28,7.06,30,17.7,22,17.79,22,9.61,17,9.72,18,4.3,18,4.39,20
12/02/2018 22:55,77.25,116,77.5,114,0.793949772,0.41,19,0.44,22,2.34,29,2.43,26,7.03,27,7.13,28,17.69,23,17.79,24,9.61,16,9.71,18,4.28,19,4.36,22
12/02/2018 23:00,77.25,128,77.5,119,0.793940259,0.41,19,0.43,21,2.32,34,2.41,27,6.96,27,7.06,30,17.72,25,17.82,25,9.64,16,9.74,17,4.31,18,4.4,19
12/02/2018 23:05,77.2,131,77.45,106,0.793930746,0.4,24,0.42,20,2.27,28,2.36,30,6.98,27,7.09,30,17.71,29,17.81,24,9.61,16,9.71,17,4.31,20,4.4,23
12/02/2018 23:10,77.2,132,77.4,113,0.793921233,0.4,24,0.43,23,2.28,30,2.37,32,6.96,26,7.05,26,17.68,29,17.78,23,9.62,17,9.72,17,4.28,23,4.37,24
12/02/2018 23:15,77.15,137,77.35,124,0.79391172,0.38,23,0.41,22,2.28,32,2.36,30,7.02,28,7.12,27,17.62,30,17.71,22,9.59,18,9.69,18,4.24,23,4.33,23
12/02/2018 23:20,77.1,134,77.3,122,0.793902207,0.39,22,0.42,26,2.31,29,2.38,31,7.02,26,7.11,29,17.56,31,17.66,24,9.6,18,9.7,19,4.22,23,4.32,19
12/02/2018 23:25,77.05,127,77.3,146,0.793892694,0.4,23,0.43,26,2.36,29,2.43,30,7.08,26,7.16,27,17.54,27,17.63,24,9.57,17,9.68,19,4.2,21,4.28,19
12/02/2018 23:30,77.05,125,77.25,136,0.793883181,0.41,23,0.44,25,2.36,31,2.43,34,7.07,27,7.17,26,17.54,28,17.64,23,9.55,18,9.65,17,4.2,22,4.29,18
12/02/2018 23:35,77.05,110,77.25,127,0.793873668,0.39,23,0.42,24,2.32,30,2.4,34,7.05,23,7.15,29,17.56,26,17.67,24,9.54,19,9.65,17,4.21,22,4.3,20
12/02/2018 23:40,77.1,100,77.35,116,0.793864155,0.38,20,0.41,21,2.31,27,2.38,28,7.08,22,7.17,26,17.6,23,17.7,21,9.55,23,9.66,17,4.23,21,4.33,21
12/02/2018 23:45,77.1,103,77.35,107,0.793854642,0.39,20,0.42,20,2.35,27,2.42,27,7.08,23,7.17,27,17.6,23,17.7,22,9.52,24,9.63,20,4.24,23,4.34,25
12/02/2018 23:50,77.2,103,77.45,115,0.793845129,0.39,20,0.43,21,2.34,26,2.41,24,6.99,26,7.09,27,17.68,23,17.79,21,9.57,22,9.68,19,4.35,23,4.45,25
12/02/2018 23:55,77.2,108,77.5,129,0.793835616,0.39,20,0.42,19,2.3,24,2.38,25,6.95,23,7.05,25,17.72,20,17.83,22,9.59,22,9.7,18,4.36,24,4.45,27
13/02/2018 00:00,77.2,114,77.5,125,0.793826104,0.38,22,0.42,20,2.32,22,2.39,21,6.96,21,7.06,23,17.73,21,17.84,24,9.65,24,9.77,19,4.33,23,4.43,26
13/02/2018 00:05,77.15,111,77.45,106,0.793816591,0.36,23,0.39,19,2.35,21,2.43,20,6.95,24,7.06,24,17.73,25,17.84,26,9.62,23,9.73,20,4.33,25,4.42,25
13/02/2018 00:10,77.15,114,77.45,104,0.793807078,0.37,22,0.4,24,2.38,20,2.46,19,6.94,24,7.05,24,17.73,30,17.84,27,9.62,22,9.74,20,4.32,26,4.41,26
13/02/2018 00:15,77.1,120,77.4,108,0.793797565,0.38,20,0.42,20,2.43,20,2.5,18,7,23,7.1,25,17.68,29,17.79,23,9.57,25,9.69,20,4.32,23,4.42,22
13/02/2018 00:20,77.1,119,77.4,113,0.793788052,0.4,18,0.43,20,2.41,20,2.49,19,6.95,23,7.05,26,17.69,28,17.8,21,9.58,23,9.7,21,4.32,24,4.42,22
13/02/2018 00:25,77.1,109,77.4,104,0.793778539,0.41,21,0.44,24,2.38,16,2.45,20,6.97,21,7.07,25,17.69,26,17.79,20,9.6,24,9.71,22,4.38,23,4.47,22
13/02/2018 00:30,77.1,102,77.4,113,0.793769026,0.4,21,0.43,21,2.33,17,2.41,21,7.05,20,7.16,22,17.65,24,17.75,21,9.59,23,9.7,24,4.39,21,4.48,22
13/02/2018 00:35,77.05,105,77.3,105,0.793759513,0.41,21,0.44,24,2.32,16,2.4,18,7.11,19,7.22,23,17.54,21,17.64,20,9.52,23,9.63,26,4.31,24,4.4,23
13/02/2018 00:40,77,133,77.25,107,0.79375,0.42,22,0.46,28,2.36,14,2.43,18,7.1,22,7.21,22,17.48,18,17.58,18,9.43,26,9.53,23,4.27,21,4.37,20
13/02/2018 00:45,77.05,135,77.25,114,0.793740487,0.43,22,0.46,29,2.35,15,2.41,18,7.09,23,7.2,22,17.47,17,17.57,17,9.41,26,9.51,27,4.24,19,4.33,20
13/02/2018 00:50,77.1,134,77.3,117,0.793730974,0.43,24,0.46,29,2.33,14,2.39,17,7.05,21,7.15,21,17.54,18,17.64,16,9.46,23,9.56,24,4.19,19,4.28,21
13/02/2018 00:55,77.1,131,77.3,116,0.793721461,0.43,23,0.46,26,2.32,15,2.38,18,7.04,20,7.15,21,17.51,20,17.6,19,9.44,24,9.54,24,4.17,20,4.26,20
13/02/2018 01:00,77.1,120,77.35,123,0.793711948,0.45,28,0.48,26,2.3,16,2.36,20,7.03,19,7.13,19,17.51,20,17.61,19,9.45,23,9.55,21,4.19,22,4.29,17
13/02/2018 01:05,77.05,121,77.25,125,0.793702435,0.46,27,0.49,28,2.36,16,2.42,19,7.06,17,7.16,20,17.46,20,17.56,19,9.44,24,9.54,18,4.12,25,4.21,19
13/02/2018 01:10,77.05,123,77.3,120,0.793692922,0.45,26,0.48,26,2.36,19,2.43,20,7.07,16,7.17,20,17.47,18,17.56,20,9.46,22,9.56,19,4.14,22,4.23,20
13/02/2018 01:15,77.05,136,77.25,136,0.793683409,0.45,27,0.48,28,2.39,21,2.46,22,7.06,17,7.16,19,17.48,20,17.59,22,9.46,21,9.56,18,4.14,25,4.23,24
13/02/2018 01:20,77.05,127,77.3,124,0.793673896,0.45,28,0.48,26,2.4,22,2.47,20,7.13,18,7.24,21,17.49,19,17.6,21,9.46,21,9.57,21,4.16,23,4.25,22
13/02/2018 01:25,77,118,77.25,116,0.793664384,0.47,27,0.5,24,2.4,20,2.47,20,7.15,20,7.26,20,17.47,17,17.57,20,9.48,22,9.59,19,4.1,23,4.19,21
13/02/2018 01:30,77,118,77.3,113,0.793654871,0.46,29,0.49,23,2.39,21,2.46,21,7.14,19,7.25,19,17.47,17,17.57,20,9.46,22,9.56,19,4.17,22,4.26,21
13/02/2018 01:35,77,128,77.25,103,0.793645358,0.45,24,0.48,22,2.37,21,2.45,20,7.15,18,7.26,17,17.5,17,17.6,17,9.49,21,9.59,21,4.18,21,4.27,19
13/02/2018 01:40,76.9,125,77.2,109,0.793635845,0.44,23,0.47,22,2.43,21,2.51,21,7.13,19,7.25,19,17.48,18,17.58,19,9.47,23,9.58,19,4.18,24,4.28,21
13/02/2018 01:45,77,137,77.25,115,0.793626332,0.45,21,0.48,24,2.39,22,2.47,23,7.04,18,7.16,20,17.56,19,17.66,19,9.48,24,9.59,20,4.2,22,4.3,21
13/02/2018 01:50,76.95,138,77.25,114,0.793616819,0.43,20,0.46,25,2.4,22,2.48,22,7.06,16,7.17,24,17.48,19,17.59,19,9.43,22,9.54,20,4.16,21,4.26,20
13/02/2018 01:55,76.9,143,77.2,104,0.793607306,0.44,22,0.47,23,2.42,23,2.5,22,7.09,16,7.21,27,17.4,21,17.51,18,9.4,22,9.51,20,4.16,22,4.26,21
13/02/2018 02:00,76.95,121,77.2,106,0.793597793,0.44,24,0.47,24,2.42,22,2.5,21,7.12,17,7.24,27,17.39,20,17.51,17,9.42,21,9.54,19,4.17,18,4.27,21
13/02/2018 02:05,77,128,77.25,119,0.79358828,0.43,23,0.47,24,2.44,22,2.51,21,7.1,18,7.22,25,17.44,21,17.55,17,9.45,20,9.57,21,4.15,17,4.25,19
13/02/2018 02:10,76.9,136,77.2,146,0.793578767,0.44,22,0.47,25,2.43,26,2.51,20,7.12,18,7.24,23,17.4,19,17.51,18,9.4,20,9.51,21,4.17,17,4.27,18
13/02/2018 02:15,76.95,140,77.25,125,0.793569254,0.42,23,0.45,22,2.49,24,2.57,19,7.09,17,7.21,24,17.42,20,17.53,21,9.41,19,9.51,22,4.15,16,4.24,18
13/02/2018 02:20,76.95,118,77.25,122,0.793559741,0.41,20,0.44,23,2.51,23,2.58,16,7.02,17,7.13,27,17.49,19,17.59,21,9.44,19,9.54,21,4.18,17,4.27,19
13/02/2018 02:25,76.9,128,77.2,130,0.793550228,0.42,22,0.45,21,2.51,23,2.59,17,7.12,18,7.23,26,17.45,19,17.55,21,9.39,19,9.5,22,4.11,19,4.21,20
13/02/2018 02:30,76.95,128,77.2,140,0.793540715,0.4,18,0.44,21,2.49,21,2.57,16,7.11,17,7.23,24,17.46,18,17.58,22,9.46,20,9.57,23,4.09,20,4.2,22
13/02/2018 02:35,76.95,145,77.2,149,0.793531202,0.41,18,0.44,19,2.47,19,2.55,17,7.1,18,7.21,23,17.48,19,17.59,21,9.46,19,9.58,21,4.14,21,4.25,21
13/02/2018 02:40,77,142,77.3,133,0.793521689,0.4,20,0.43,18,2.47,20,2.56,16,7.1,17,7.21,21,17.5,18,17.61,20,9.52,18,9.64,20,4.11,22,4.21,21
13/02/2018 02:45,77,126,77.25,139,0.793512177,0.41,18,0.45,18,2.49,18,2.57,16,7.11,17,7.22,18,17.47,18,17.57,20,9.53,20,9.64,20,4.15,21,4.25,22
13/02/2018 02:50,76.95,134,77.2,133,0.793502664,0.42,17,0.45,21,2.54,16,2.62,18,7.14,19,7.23,17,17.43,19,17.53,21,9.45,21,9.56,19,4.13,20,4.22,21
13/02/2018 02:55,76.85,133,77.1,132,0.793493151,0.41,20,0.44,21,2.48,16,2.56,19,7.17,20,7.27,16,17.39,19,17.48,20,9.43,21,9.54,20,4.15,19,4.24,20
13/02/2018 03:00,76.9,131,77.15,135,0.793483638,0.42,21,0.45,22,2.5,16,2.58,18,7.17,18,7.27,15,17.4,16,17.49,20,9.44,22,9.55,21,4.16,18,4.25,23
13/02/2018 03:05,76.85,134,77.1,127,0.793474125,0.43,21,0.46,20,2.53,16,2.61,19,7.18,14,7.29,15,17.36,14,17.45,20,9.39,21,9.5,20,4.13,18,4.23,23
13/02/2018 03:10,76.8,124,77.05,128,0.793464612,0.44,22,0.47,19,2.5,14,2.58,23,7.27,13,7.37,15,17.32,15,17.42,23,9.39,23,9.49,20,4.13,16,4.23,20
13/02/2018 03:15,76.85,133,77.1,127,0.793455099,0.44,21,0.47,18,2.48,17,2.55,24,7.16,12,7.26,14,17.4,16,17.48,20,9.43,22,9.54,19,4.13,15,4.23,19
13/02/2018 03:20,76.95,126,77.2,133,0.793445586,0.43,20,0.46,16,2.44,16,2.5,21,7.16,14,7.26,16,17.46,17,17.55,17,9.48,24,9.59,19,4.17,14,4.27,19
13/02/2018 03:25,76.9,124,77.15,131,0.793436073,0.43,23,0.46,17,2.43,18,2.49,22,7.17,16,7.27,15,17.47,18,17.55,17,9.44,21,9.54,17,4.17,15,4.27,21
13/02/2018 03:30,76.95,125,77.2,124,0.79342656,0.43,24,0.46,18,2.42,20,2.48,23,7.12,14,7.22,14,17.5,16,17.58,16,9.48,19,9.58,17,4.25,15,4.34,19
13/02/2018 03:35,76.9,121,77.2,123,0.793417047,0.42,25,0.45,19,2.41,19,2.47,23,7.12,14,7.23,15,17.46,17,17.55,17,9.48,17,9.58,16,4.26,15,4.35,19
13/02/2018 03:40,76.9,113,77.15,131,0.793407534,0.43,27,0.46,19,2.41,18,2.47,21,7.12,15,7.23,17,17.46,19,17.56,17,9.49,17,9.6,16,4.28,17,4.37,20
13/02/2018 03:45,76.9,137,77.15,135,0.793398021,0.42,28,0.45,19,2.37,17,2.43,20,7.15,15,7.26,17,17.45,21,17.55,20,9.45,19,9.55,15,4.22,19,4.31,21
13/02/2018 03:50,76.9,132,77.15,132,0.793388508,0.43,27,0.46,21,2.4,19,2.47,22,7.22,18,7.33,16,17.41,21,17.5,22,9.4,18,9.52,17,4.19,20,4.29,22
13/02/2018 03:55,76.9,145,77.2,144,0.793378995,0.44,25,0.47,21,2.42,21,2.48,22,7.16,18,7.28,16,17.43,22,17.52,21,9.39,17,9.5,17,4.22,23,4.32,23
13/02/2018 04:00,77,149,77.25,162,0.793369482,0.41,26,0.44,22,2.39,19,2.45,20,7.11,18,7.23,15,17.47,21,17.56,21,9.43,17,9.54,16,4.21,23,4.31,21
13/02/2018 04:05,77,157,77.25,182,0.79335997,0.42,27,0.45,23,2.42,19,2.48,20,7.08,19,7.19,15,17.52,22,17.6,19,9.43,17,9.54,16,4.25,25,4.34,20
13/02/2018 04:10,77,158,77.3,181,0.793350457,0.44,25,0.47,21,2.38,19,2.44,22,7.06,18,7.17,15,17.53,21,17.62,18,9.44,19,9.55,20,4.24,25,4.34,22
13/02/2018 04:15,76.9,171,77.15,177,0.793340944,0.44,25,0.47,21,2.4,19,2.46,23,7.12,16,7.23,14,17.43,23,17.52,17,9.34,21,9.44,17,4.13,25,4.23,22
13/02/2018 04:20,76.85,166,77.1,170,0.793331431,0.45,26,0.48,18,2.4,17,2.47,20,7.14,17,7.25,13,17.37,24,17.46,17,9.28,21,9.39,20,4.12,24,4.21,19
13/02/2018 04:25,76.85,167,77.15,162,0.793321918,0.44,24,0.47,20,2.41,19,2.48,20,7.08,17,7.18,16,17.41,25,17.5,18,9.34,21,9.45,21,4.15,20,4.25,18
13/02/2018 04:30,76.9,171,77.2,149,0.793312405,0.43,23,0.46,21,2.37,19,2.44,20,7.09,19,7.19,18,17.42,24,17.52,19,9.33,18,9.44,22,4.19,19,4.29,17
13/02/2018 04:35,76.9,175,77.2,171,0.793302892,0.46,24,0.49,22,2.38,20,2.44,19,7.05,19,7.14,19,17.43,25,17.52,20,9.38,19,9.5,23,4.21,23,4.32,18
13/02/2018 04:40,77,165,77.25,169,0.793293379,0.44,24,0.47,21,2.36,19,2.43,18,6.95,21,7.04,23,17.51,24,17.6,21,9.45,19,9.57,22,4.27,23,4.38,17
13/02/2018 04:45,76.9,154,77.2,155,0.793283866,0.43,21,0.46,19,2.37,18,2.44,18,7.03,19,7.12,24,17.41,23,17.49,23,9.35,20,9.46,24,4.17,20,4.28,17
13/02/2018 04:50,77,155,77.3,148,0.793274353,0.42,22,0.45,18,2.38,18,2.46,18,7.02,17,7.11,23,17.51,24,17.59,21,9.43,21,9.55,25,4.18,16,4.3,15
13/02/2018 04:55,77.05,142,77.3,152,0.79326484,0.4,19,0.44,15,2.4,18,2.47,17,7.03,19,7.12,27,17.54,22,17.63,22,9.46,19,9.59,26,4.19,18,4.31,16
13/02/2018 05:00,77.05,139,77.3,153,0.793255327,0.41,17,0.44,13,2.37,18,2.45,20,6.98,20,7.07,24,17.59,23,17.69,23,9.52,22,9.64,26,4.17,19,4.29,17
13/02/2018 05:05,77,144,77.25,160,0.793245814,0.42,16,0.46,14,2.42,20,2.5,20,7.01,23,7.11,24,17.54,22,17.64,22,9.47,19,9.59,24,4.17,17,4.29,18
13/02/2018 05:10,76.95,126,77.2,148,0.793236301,0.42,18,0.46,16,2.39,20,2.47,19,7.06,23,7.16,22,17.51,19,17.62,20,9.44,18,9.56,23,4.22,18,4.33,18
13/02/2018 05:15,77,124,77.25,128,0.793226788,0.41,16,0.45,16,2.37,20,2.45,18,7.02,23,7.12,23,17.54,18,17.64,18,9.51,20,9.64,26,4.2,16,4.31,20
